Entry	Entry_name	Status	Protein_names	Gene_names	EC_number	Cross-reference_(CCDS)	Cross-reference_(RefSeq)	Cross-reference_(KEGG)	Cross-reference_(PATRIC)
C9YIV3	C9YIV3_CLODR	unreviewed	Putative_membrane_protin	CDR20291_0497				cdl:CDR20291_0497	
C9YRP8	C9YRP8_CLODR	unreviewed	PTS_system,_IIb_component	CDR20291_3266				cdl:CDR20291_3266	
C9YRI6	C9YRI6_CLODR	unreviewed	Two-component_system_response_regulator	CDR20291_3204				cdl:CDR20291_3204	
C9YSA7	C9YSA7_CLODR	unreviewed	Integrase	int-Tn_CDR20291_3475				cdl:CDR20291_3475	
C9YIR7	C9YIR7_CLODR	unreviewed	Chemotaxis_protein	cheW_CDR20291_0461				cdl:CDR20291_0461	
C9YHK5	C9YHK5_CLODR	unreviewed	Thiamine_biosynthesis_protein_thic	CDR20291_0046				cdl:CDR20291_0046	
C9YKR3	C9YKR3_CLODR	unreviewed	Putative_DNA_translocase	ftsK_CDR20291_1165				cdl:CDR20291_1165	
C9YLS7	C9YLS7_CLODR	unreviewed	Asparagine_synthetase	asnB_CDR20291_1530				cdl:CDR20291_1530	
C9YMN1	C9YMN1_CLODR	unreviewed	Putative_ethanolamine/propanediol_utilization_cobalamin_adenosyltransferase	eutT_CDR20291_1840				cdl:CDR20291_1840	
C9YPA6	C9YPA6_CLODR	unreviewed	ABC_transporter,_permease_protein	CDR20291_2420				cdl:CDR20291_2420	
C9YQU2	C9YQU2_CLODR	unreviewed	HTH_cro/C1-type_domain-containing_protein	CDR20291_2960				cdl:CDR20291_2960	
C9YPG9	C9YPG9_CLODR	unreviewed	Pseudouridine_synthase_(EC_5.4.99.-)	CDR20291_2483	5.4.99.-			cdl:CDR20291_2483	
C9YIY7	C9YIY7_CLODR	unreviewed	Two-component_response_regulator	CDR20291_0534				cdl:CDR20291_0534	
C9YQM1	C9YQM1_CLODR	unreviewed	Two-component_system_response_regulator	CDR20291_2888				cdl:CDR20291_2888	
C9YLX0	C9YLX0_CLODR	unreviewed	Pyrrolidone-carboxylate_peptidase_(EC_3.4.19.3)_(5-oxoprolyl-peptidase)_(Pyroglutamyl-peptidase_I)_(PGP-I)_(Pyrase)	pcp_CDR20291_1573	3.4.19.3			cdl:CDR20291_1573	
C9YN38	C9YN38_CLODR	unreviewed	Putative_xanthine/uracile_permease	CDR20291_1997				cdl:CDR20291_1997	
C9YM55	C9YM55_CLODR	unreviewed	B3_4_domain-containing_protein	CDR20291_1659				cdl:CDR20291_1659	
C9YNW0	C9YNW0_CLODR	unreviewed	Putative_signaling_protein	CDR20291_2272				cdl:CDR20291_2272	
C9YLJ2	C9YLJ2_CLODR	unreviewed	Phage_protein	CDR20291_1444				cdl:CDR20291_1444	
C9YHS1	C9YHS1_CLODR	unreviewed	Probable_butyrate_kinase_(BK)_(EC_2.7.2.7)_(Branched-chain_carboxylic_acid_kinase)	buk_CDR20291_0112	2.7.2.7			cdl:CDR20291_0112	
C9YS81	C9YS81_CLODR	unreviewed	Putative_glyoxalase	CDR20291_3449				cdl:CDR20291_3449	
C9YNJ4	C9YNJ4_CLODR	unreviewed	GntR-family_transcriptioanl_regulator	CDR20291_2153				cdl:CDR20291_2153	
C9YM92	C9YM92_CLODR	unreviewed	Conserved_hypothetical_membrane_protein	CDR20291_1696				cdl:CDR20291_1696	
C9YNW8	C9YNW8_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2281				cdl:CDR20291_2281	
C9YKF5	C9YKF5_CLODR	unreviewed	Putative_glycosyltransferase	CDR20291_1056				cdl:CDR20291_1056	
C9YHR3	C9YHR3_CLODR	unreviewed	Germination-specific_N-acetylmuramoyl-L-alanine_amidase	cwlD_CDR20291_0104				cdl:CDR20291_0104	
C9YMJ6	C9YMJ6_CLODR	unreviewed	ABC_transporter,_permease_protein	CDR20291_1803				cdl:CDR20291_1803	
C9YIQ1	C9YIQ1_CLODR	unreviewed	Putative_membrane_protein	CDR20291_0445				cdl:CDR20291_0445	
C9YIF0	C9YIF0_CLODR	unreviewed	Two-component_response_regulator	CDR20291_0344				cdl:CDR20291_0344	
C9YRX6	C9YRX6_CLODR	unreviewed	Putative_type_IV_pilin	CDR20291_3344				cdl:CDR20291_3344	
C9YHJ7	C9YHJ7_CLODR	unreviewed	Proline--tRNA_ligase_(EC_6.1.1.15)_(Prolyl-tRNA_synthetase)_(ProRS)	proS_CDR20291_0038	6.1.1.15			cdl:CDR20291_0038	
C9YQI9	C9YQI9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2856				cdl:CDR20291_2856	
C9YQP7	C9YQP7_CLODR	unreviewed	PTS_system,_IIabc_component	tagT_CDR20291_2914				cdl:CDR20291_2914	
C9YQ07	C9YQ07_CLODR	unreviewed	Cell_surface_protein	CDR20291_2672				cdl:CDR20291_2672	
C9YN01	C9YN01_CLODR	unreviewed	Diaminopimelate_decarboxylase_(DAP_decarboxylase)_(DAPDC)_(EC_4.1.1.20)	lysA_CDR20291_1960	4.1.1.20			cdl:CDR20291_1960	
C9YIE4	C9YIE4_CLODR	unreviewed	Manganese-dependent_inorganic_pyrophosphatase	ppaC_CDR20291_0338				cdl:CDR20291_0338	
C9YJW9	C9YJW9_CLODR	unreviewed	Two-component_system_response_regulator	CDR20291_0869				cdl:CDR20291_0869	
C9YMB1	C9YMB1_CLODR	unreviewed	Adenine_deaminase_(Adenase)_(Adenine_aminase)_(EC_3.5.4.2)	ade_CDR20291_1715	3.5.4.2			cdl:CDR20291_1715	
C9YRC6	C9YRC6_CLODR	unreviewed	Putative_pyruvate_formate-lyase_3_activating_enzyme	pflE_CDR20291_3144				cdl:CDR20291_3144	
C9YQZ6	C9YQZ6_CLODR	unreviewed	Putative_ABC_transporter,_permease_protein	CDR20291_3014				cdl:CDR20291_3014	
C9YQU6	C9YQU6_CLODR	unreviewed	Transcriptional_regulator,_padr-like_family	CDR20291_2964				cdl:CDR20291_2964	
C9YRY0	C9YRY0_CLODR	unreviewed	Type_IV_pilus_assembly_protein	CDR20291_3348				cdl:CDR20291_3348	
C9YMJ1	C9YMJ1_CLODR	unreviewed	DNA_helicase_(EC_3.6.4.12)	CDR20291_1798	3.6.4.12			cdl:CDR20291_1798	
C9YNS6	C9YNS6_CLODR	unreviewed	Glycine/sarcosine/betaine_reductase_complex_component_C_alpha_subunit	grdD_CDR20291_2237				cdl:CDR20291_2237	
C9YS04	C9YS04_CLODR	unreviewed	Putative_phosphonate_metabolism_protein	phnH_CDR20291_3372				cdl:CDR20291_3372	
C9YN73	C9YN73_CLODR	unreviewed	Putative_acetyltransferase	CDR20291_2032				cdl:CDR20291_2032	
C9YMP0	C9YMP0_CLODR	unreviewed	Putative_aminobenzoyl-glutamate_transport_protein	CDR20291_1849				cdl:CDR20291_1849	
C9YIG6	C9YIG6_CLODR	unreviewed	6-phospho-beta-glucosidase	bglA_CDR20291_0360				cdl:CDR20291_0360	
C9YQN9	C9YQN9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2906				cdl:CDR20291_2906	
C9YNW1	C9YNW1_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2273				cdl:CDR20291_2273	
C9YJU8	C9YJU8_CLODR	unreviewed	Putative_D-3-phosphoglycerate_dehydrogenase	serA_CDR20291_0848				cdl:CDR20291_0848	
C9YQR6	C9YQR6_CLODR	unreviewed	Putative_sigma-54-dependent_transcriptional_regulator	CDR20291_2933				cdl:CDR20291_2933	
C9YN92	C9YN92_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2051				cdl:CDR20291_2051	
C9YIB0	C9YIB0_CLODR	unreviewed	D-ribose_ABC_transporter,_substrate-binding_protein	rbsB_CDR20291_0303				cdl:CDR20291_0303	
C9YLX7	C9YLX7_CLODR	unreviewed	Inosine-uridine_preferring_nucleoside_hydrolase	iunH_CDR20291_1580				cdl:CDR20291_1580	
C9YQF9	C9YQF9_CLODR	unreviewed	ABC_transporter,_substrate-binding_protein	CDR20291_2824				cdl:CDR20291_2824	
C9YNL9	C9YNL9_CLODR	unreviewed	PTS_system,_IIc_component	CDR20291_2178				cdl:CDR20291_2178	
C9YMQ3	C9YMQ3_CLODR	unreviewed	Biotin_carboxyl_carrier_protein_of_acetyl-CoA_carboxylase	accB_CDR20291_1862				cdl:CDR20291_1862	
C9YP29	C9YP29_CLODR	unreviewed	Ribosomal_RNA_small_subunit_methyltransferase_E_(EC_2.1.1.193)	CDR20291_2342	2.1.1.193			cdl:CDR20291_2342	
C9YKQ0	C9YKQ0_CLODR	unreviewed	Ribosome-binding_factor_A	rbfA_CDR20291_1152				cdl:CDR20291_1152	
C9YNQ7	C9YNQ7_CLODR	unreviewed	Probable_transaldolase_(EC_2.2.1.2)	tal1_tal_CDR20291_2218	2.2.1.2			cdl:CDR20291_2218	
C9YMJ8	C9YMJ8_CLODR	unreviewed	ABC_transporter,_permease_protein	CDR20291_1805				cdl:CDR20291_1805	
C9YMA3	C9YMA3_CLODR	unreviewed	Putative_two-component_system_response_regulator	CDR20291_1707				cdl:CDR20291_1707	
C9YJ55	C9YJ55_CLODR	unreviewed	Amidohydrolase_3	CDR20291_0603				cdl:CDR20291_0603	
C9YIM6	C9YIM6_CLODR	unreviewed	Putative_lantibiotic_ABC_transporter,_ATP-binding_protein	spaF_CDR20291_0420				cdl:CDR20291_0420	
C9YRV8	C9YRV8_CLODR	unreviewed	Putative_oligopeptidase	CDR20291_3326				cdl:CDR20291_3326	
C9YRB5	C9YRB5_CLODR	unreviewed	Putative_membrane_protein	CDR20291_3133				cdl:CDR20291_3133	
C9YK23	C9YK23_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0924				cdl:CDR20291_0924	
C9YIX5	C9YIX5_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0521				cdl:CDR20291_0521	
C9YNP2	C9YNP2_CLODR	unreviewed	DUF364_domain-containing_protein	CDR20291_2203				cdl:CDR20291_2203	
C9YKX9	C9YKX9_CLODR	unreviewed	Probable_transporter	CDR20291_1231				cdl:CDR20291_1231	
C9YMQ8	C9YMQ8_CLODR	unreviewed	Glyoxalase_6_domain-containing_protein	CDR20291_1867				cdl:CDR20291_1867	
C9YQG6	C9YQG6_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2831				cdl:CDR20291_2831	
C9YKD7	C9YKD7_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1038				cdl:CDR20291_1038	
C9YQ47	C9YQ47_CLODR	unreviewed	Putative_peptidase	CDR20291_2712				cdl:CDR20291_2712	
C9YM85	C9YM85_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1689				cdl:CDR20291_1689	
C9YMJ3	C9YMJ3_CLODR	unreviewed	Putative_conjugative_transposon_mobilization_protein	CDR20291_1800				cdl:CDR20291_1800	
C9YLJ4	C9YLJ4_CLODR	unreviewed	Prophage_antirepressor-related_protein	CDR20291_1446				cdl:CDR20291_1446	
C9YPW5	C9YPW5_CLODR	unreviewed	Putative_coproporphyrinogen_III_oxidase	CDR20291_2630				cdl:CDR20291_2630	
C9YPM9	C9YPM9_CLODR	unreviewed	UDP-N-acetylmuramoyl-tripeptide--D-alanyl-D-alanine_ligase_(EC_6.3.2.10)_(D-alanyl-D-alanine-adding_enzyme)	murF_CDR20291_2543	6.3.2.10			cdl:CDR20291_2543	
C9YL94	C9YL94_CLODR	unreviewed	Putative_exported_protein	CDR20291_1346				cdl:CDR20291_1346	
C9YMG9	C9YMG9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1775				cdl:CDR20291_1775	
C9YSB8	C9YSB8_CLODR	unreviewed	Putative_ABC_transporter,_permease_protein	CDR20291_3486				cdl:CDR20291_3486	
C9YRB1	C9YRB1_CLODR	unreviewed	Putative_phosphate_ABC_transporter,_substrate-binding_protein	CDR20291_3129				cdl:CDR20291_3129	
C9YNV5	C9YNV5_CLODR	unreviewed	Putative_indolepyruvate_oxidoreductase_subunit	iorB_CDR20291_2267				cdl:CDR20291_2267	
C9YLY2	C9YLY2_CLODR	unreviewed	Putative_lipoprotein	CDR20291_1585				cdl:CDR20291_1585	
C9YJK9	C9YJK9_CLODR	unreviewed	Metallo-beta-lactamase_superfamily_protein	CDR20291_0759				cdl:CDR20291_0759	
C9YIV9	C9YIV9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0504				cdl:CDR20291_0504	
C9YI87	C9YI87_CLODR	unreviewed	AraC-family_transcriptional_regulator	CDR20291_0280				cdl:CDR20291_0280	
C9YL40	C9YL40_CLODR	unreviewed	Putative_exported_protein	CDR20291_1292				cdl:CDR20291_1292	
C9YL77	C9YL77_CLODR	unreviewed	Putative_exported_protein	CDR20291_1329				cdl:CDR20291_1329	
C9YJP7	C9YJP7_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0797				cdl:CDR20291_0797	
C9YKV4	C9YKV4_CLODR	unreviewed	Putative_phage_protein	CDR20291_1206				cdl:CDR20291_1206	
C9YMM2	C9YMM2_CLODR	unreviewed	Two-component_response_regulator	CDR20291_1831				cdl:CDR20291_1831	
C9YK76	C9YK76_CLODR	unreviewed	Ion-translocating_oxidoreductase_complex_subunit_A_(EC_7.-.-.-)_(Rnf_electron_transport_complex_subunit_A)	rnfA_CDR20291_0977	7.-.-.-			cdl:CDR20291_0977	
C9YKW1	C9YKW1_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1213				cdl:CDR20291_1213	
C9YIJ5	C9YIJ5_CLODR	unreviewed	D-ornithine_aminomutase_E_component	oraE_CDR20291_0389				cdl:CDR20291_0389	
C9YN12	C9YN12_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1971				cdl:CDR20291_1971	
C9YPL7	C9YPL7_CLODR	unreviewed	RNA_polymerase_sigma_factor	sigE_CDR20291_2531				cdl:CDR20291_2531	
C9YHL7	C9YHL7_CLODR	unreviewed	50S_ribosomal_protein_L7/L12	rplL_CDR20291_0058				cdl:CDR20291_0058	
C9YNV4	C9YNV4_CLODR	unreviewed	Probable_butyrate_kinase_(BK)_(EC_2.7.2.7)_(Branched-chain_carboxylic_acid_kinase)	buk_CDR20291_2266	2.7.2.7			cdl:CDR20291_2266	
C9YPV2	C9YPV2_CLODR	unreviewed	Putative_membrane_protein	CDR20291_2617				cdl:CDR20291_2617	
C9YLC3	C9YLC3_CLODR	unreviewed	Dihydroorotase_(DHOase)_(EC_3.5.2.3)	pyrC_CDR20291_1375	3.5.2.3			cdl:CDR20291_1375	
C9YQL1	C9YQL1_CLODR	unreviewed	Putative_exported_protein	CDR20291_2878				cdl:CDR20291_2878	
C9YMN5	C9YMN5_CLODR	unreviewed	Putative_ethanolamine/propanediol_utilization_protein	CDR20291_1844				cdl:CDR20291_1844	
C9YK72	C9YK72_CLODR	unreviewed	Ion-translocating_oxidoreductase_complex_subunit_C_(EC_7.-.-.-)_(Rnf_electron_transport_complex_subunit_C)	rnfC_CDR20291_0973	7.-.-.-			cdl:CDR20291_0973	
C9YN24	C9YN24_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1983				cdl:CDR20291_1983	
C9YJX2	C9YJX2_CLODR	unreviewed	MerR-family_transcriptional_regulator	CDR20291_0872				cdl:CDR20291_0872	
C9YJ23	C9YJ23_CLODR	unreviewed	GntR-family_transcriptional_regulator	CDR20291_0570				cdl:CDR20291_0570	
C9YM46	C9YM46_CLODR	unreviewed	Putative_ABC_transporter,_permease_protein	CDR20291_1649				cdl:CDR20291_1649	
C9YMW5	C9YMW5_CLODR	unreviewed	HpcH_HpaI_domain-containing_protein	CDR20291_1924				cdl:CDR20291_1924	
C9YS77	C9YS77_CLODR	unreviewed	Putative_amidohydrolase	CDR20291_3445				cdl:CDR20291_3445	
C9YJ27	C9YJ27_CLODR	unreviewed	GntR-family_transcriptional_regulator	CDR20291_0574				cdl:CDR20291_0574	
C9YKD3	C9YKD3_CLODR	unreviewed	Stage_III_sporulation-related_protein	spoIIIAE_CDR20291_1034				cdl:CDR20291_1034	
C9YQV3	C9YQV3_CLODR	unreviewed	PTS_system,_IIabc_component	CDR20291_2971				cdl:CDR20291_2971	
C9YL72	C9YL72_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1324				cdl:CDR20291_1324	
C9YP49	C9YP49_CLODR	unreviewed	Putative_stage_II_sporulation_protein_P	spoIIP_CDR20291_2362				cdl:CDR20291_2362	
C9YIQ0	C9YIQ0_CLODR	unreviewed	Putative_membrane_protein	CDR20291_0444				cdl:CDR20291_0444	
C9YJ04	C9YJ04_CLODR	unreviewed	Abc_transporter,_atp-binding/permease_protein	CDR20291_0551				cdl:CDR20291_0551	
C9YK11	C9YK11_CLODR	unreviewed	Electron_transfer_flavoprotein_alpha-subunit	etfA2_CDR20291_0912				cdl:CDR20291_0912	
C9YKW2	C9YKW2_CLODR	unreviewed	Phage_protein	CDR20291_1214				cdl:CDR20291_1214	
C9YI00	C9YI00_CLODR	unreviewed	Putative_DNA_glycosylase_(DNA_repair_protein)	CDR20291_0192				cdl:CDR20291_0192	
C9YQW7	C9YQW7_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_2985				cdl:CDR20291_2985	
C9YMK3	C9YMK3_CLODR	unreviewed	ABC_transporter_substrate-binding_protein	CDR20291_1811				cdl:CDR20291_1811	
C9YHS0	C9YHS0_CLODR	unreviewed	Phosphate_butyryltransferase	ptb_CDR20291_0111				cdl:CDR20291_0111	
C9YHU5	C9YHU5_CLODR	unreviewed	Permease_IIC_component	CDR20291_0136				cdl:CDR20291_0136	
C9YJF9	C9YJF9_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0709				cdl:CDR20291_0709	
C9YKB2	C9YKB2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1013				cdl:CDR20291_1013	
C9YP33	C9YP33_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2346				cdl:CDR20291_2346	
C9YMC2	C9YMC2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1726				cdl:CDR20291_1726	
C9YKL8	C9YKL8_CLODR	unreviewed	NifU-like_protein	CDR20291_1120				cdl:CDR20291_1120	
C9YNY2	C9YNY2_CLODR	unreviewed	MarR-family_transcriptional_regulator	CDR20291_2295				cdl:CDR20291_2295	
C9YSG2	C9YSG2_CLODR	unreviewed	Putative_selenocysteine_lyase	CDR20291_3530				cdl:CDR20291_3530	
C9YJL9	C9YJL9_CLODR	unreviewed	Putative_membrane-associated_CAAX_amino_terminal_protease	CDR20291_0769				cdl:CDR20291_0769	
C9YR60	C9YR60_CLODR	unreviewed	33_kDa_chaperonin_(Heat_shock_protein_33_homolog)_(HSP33)	hslO_CDR20291_3078				cdl:CDR20291_3078	
C9YR50	C9YR50_CLODR	unreviewed	PadR-family_transcriptional_regulator	CDR20291_3068				cdl:CDR20291_3068	
C9YP79	C9YP79_CLODR	unreviewed	Argininosuccinate_lyase_(ASAL)_(EC_4.3.2.1)_(Arginosuccinase)	argH_CDR20291_2392	4.3.2.1			cdl:CDR20291_2392	
C9YLL3	C9YLL3_CLODR	unreviewed	Putative_manganese-containing_catalase	CDR20291_1465				cdl:CDR20291_1465	
C9YLP2	C9YLP2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1495				cdl:CDR20291_1495	
C9YKG1	C9YKG1_CLODR	unreviewed	Purine_nucleoside_phosphorylase_(EC_2.4.2.1)_(Inosine-guanosine_phosphorylase)	deoD_CDR20291_1062	2.4.2.1			cdl:CDR20291_1062	
C9YQV7	C9YQV7_CLODR	unreviewed	AraC-family_transcriptional_regulator	CDR20291_2975				cdl:CDR20291_2975	
C9YQC6	C9YQC6_CLODR	unreviewed	V-type_sodium_ATP_synthase_subunit_C	ntpC_CDR20291_2791				cdl:CDR20291_2791	
C9YR54	C9YR54_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3072				cdl:CDR20291_3072	
C9YND1	C9YND1_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2090				cdl:CDR20291_2090	
C9YNU8	C9YNU8_CLODR	unreviewed	Putative_carbon_starvation_protein	CDR20291_2260				cdl:CDR20291_2260	
C9YP35	C9YP35_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2348				cdl:CDR20291_2348	
C9YQZ2	C9YQZ2_CLODR	unreviewed	Phage-related_protein	CDR20291_3010				cdl:CDR20291_3010	
C9YNS3	C9YNS3_CLODR	unreviewed	LysR-family_regulatory_protein	CDR20291_2234				cdl:CDR20291_2234	
C9YP03	C9YP03_CLODR	unreviewed	Phosphate_butyryltransferase	CDR20291_2316				cdl:CDR20291_2316	
C9YKU2	C9YKU2_CLODR	unreviewed	Lantibiotic_two-component_sensor_histidine_kinase	CDR20291_1194				cdl:CDR20291_1194	
C9YL06	C9YL06_CLODR	unreviewed	Zn_dep_PLPC_domain-containing_protein	CDR20291_1258				cdl:CDR20291_1258	
C9YQZ4	C9YQZ4_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3012				cdl:CDR20291_3012	
C9YN84	C9YN84_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2043				cdl:CDR20291_2043	
C9YNL1	C9YNL1_CLODR	unreviewed	TYR_PHOSPHATASE_2_domain-containing_protein	CDR20291_2170				cdl:CDR20291_2170	
C9YKA3	C9YKA3_CLODR	unreviewed	Putative_integrase/recombinase	CDR20291_1004				cdl:CDR20291_1004	
C9YMZ4	C9YMZ4_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_1953				cdl:CDR20291_1953	
C9YS73	C9YS73_CLODR	unreviewed	Putative_exported_phosphoesterase	CDR20291_3441				cdl:CDR20291_3441	
C9YJJ6	C9YJJ6_CLODR	unreviewed	Probable_transporter	CDR20291_0746				cdl:CDR20291_0746	
C9YN67	C9YN67_CLODR	unreviewed	Homoserine_kinase_(HK)_(HSK)_(EC_2.7.1.39)	thrB_CDR20291_2026	2.7.1.39			cdl:CDR20291_2026	
C9YKN5	C9YKN5_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1137				cdl:CDR20291_1137	
C9YPF1	C9YPF1_CLODR	unreviewed	Serine/threonine_phosphatase	stp_CDR20291_2465				cdl:CDR20291_2465	
C9YMI6	C9YMI6_CLODR	unreviewed	Putative_DNA_topoisomerase	CDR20291_1793				cdl:CDR20291_1793	
C9YP20	C9YP20_CLODR	unreviewed	PhoH-like_protein	CDR20291_2333				cdl:CDR20291_2333	
C9YLC8	C9YLC8_CLODR	unreviewed	Two-component_response_regulator	CDR20291_1380				cdl:CDR20291_1380	
C9YSG5	C9YSG5_CLODR	unreviewed	Putative_stage_0_sporulation_protein	CDR20291_3533				cdl:CDR20291_3533	
C9YLK0	C9YLK0_CLODR	unreviewed	Phage_protein	CDR20291_1452				cdl:CDR20291_1452	
C9YPZ1	C9YPZ1_CLODR	unreviewed	Putative_cell-wall_hydrolase	CDR20291_2656				cdl:CDR20291_2656	
C9YRV6	C9YRV6_CLODR	unreviewed	Transcription_termination_factor_Rho_(EC_3.6.4.-)_(ATP-dependent_helicase_Rho)	rho_CDR20291_3324	3.6.4.-			cdl:CDR20291_3324	
C9YMM0	C9YMM0_CLODR	unreviewed	Putative_ethanolamine/propanediol_utilization_protein	pduU_CDR20291_1829				cdl:CDR20291_1829	
C9YLT8	C9YLT8_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1541				cdl:CDR20291_1541	
C9YQU1	C9YQU1_CLODR	unreviewed	Conjugative_transposon_site-specific_recombinase	tndX_CDR20291_2959				cdl:CDR20291_2959	
C9YPG0	C9YPG0_CLODR	unreviewed	DNA-directed_RNA_polymerase_subunit_omega_(RNAP_omega_subunit)_(EC_2.7.7.6)_(RNA_polymerase_omega_subunit)_(Transcriptase_subunit_omega)	rpoZ_CDR20291_2474	2.7.7.6			cdl:CDR20291_2474	
C9YS39	C9YS39_CLODR	unreviewed	Probable_dipeptidase	CDR20291_3407				cdl:CDR20291_3407	
C9YM61	C9YM61_CLODR	unreviewed	Methylated-DNA--protein-cysteine_methyltransferase_2	ogt2_CDR20291_1665				cdl:CDR20291_1665	
C9YNK8	C9YNK8_CLODR	unreviewed	PTS_system,_IIbc_component	CDR20291_2167				cdl:CDR20291_2167	
C9YK09	C9YK09_CLODR	unreviewed	Butyryl-CoA_dehydrogenase	bcd2_CDR20291_0910				cdl:CDR20291_0910	
C9YKF4	C9YKF4_CLODR	unreviewed	Putative_glycosyltransferase	CDR20291_1055				cdl:CDR20291_1055	
C9YMZ3	C9YMZ3_CLODR	unreviewed	Putative_membrane_protein	CDR20291_1952				cdl:CDR20291_1952	
C9YSA6	C9YSA6_CLODR	unreviewed	Uncharacterized_protein	CDR20291_3474				cdl:CDR20291_3474	
C9YIY2	C9YIY2_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0528				cdl:CDR20291_0528	
C9YJW4	C9YJW4_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0864				cdl:CDR20291_0864	
C9YRH0	C9YRH0_CLODR	unreviewed	Autoinducer_prepeptide	CDR20291_3187A				cdl:CDR20291_3187A	
C9YI02	C9YI02_CLODR	unreviewed	10_kDa_chaperonin_(GroES_protein)_(Protein_Cpn10)	groS_groES_CDR20291_0194				cdl:CDR20291_0194	
C9YLV8	C9YLV8_CLODR	unreviewed	Putative_transcriptional_regulator	CDR20291_1561				cdl:CDR20291_1561	
C9YIR9	C9YIR9_CLODR	unreviewed	Putative_methyl_accpeting_chemotaxis_protein	CDR20291_0463				cdl:CDR20291_0463	
C9YHQ7	C9YHQ7_CLODR	unreviewed	Energy-coupling_factor_transporter_ATP-binding_protein_EcfA_(ECF_transporter_A_component_EcfA)_(EC_7.-.-.-)	ecfA_CDR20291_0098	7.-.-.-			cdl:CDR20291_0098	
C9YQJ3	C9YQJ3_CLODR	unreviewed	Putative_iron-sulfur-binding_protein	CDR20291_2860				cdl:CDR20291_2860	
C9YLL4	C9YLL4_CLODR	unreviewed	Thioredox_DsbH_domain-containing_protein	CDR20291_1466				cdl:CDR20291_1466	
C9YQL6	C9YQL6_CLODR	unreviewed	Permease_IIC_component	CDR20291_2883				cdl:CDR20291_2883	
C9YRK4	C9YRK4_CLODR	unreviewed	Nucleotide-binding_protein_CDR20291_3222	CDR20291_3222				cdl:CDR20291_3222	
C9YLK8	C9YLK8_CLODR	unreviewed	Uncharacterized_protein	CDR20291_1460				cdl:CDR20291_1460	
C9YM93	C9YM93_CLODR	unreviewed	Putative_hydrolase	CDR20291_1697				cdl:CDR20291_1697	
C9YJ08	C9YJ08_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0555				cdl:CDR20291_0555	
C9YMU3	C9YMU3_CLODR	unreviewed	ABC_transporter,_substrate-binding_protein	CDR20291_1902				cdl:CDR20291_1902	
C9YJ66	C9YJ66_CLODR	unreviewed	Uncharacterized_protein	CDR20291_0614				cdl:CDR20291_0614	
C9YKB8	C9YKB8_CLODR	unreviewed	Malonyl_CoA-acyl_carrier_protein_transacylase_(EC_2.3.1.39)	fabD_CDR20291_1019	2.3.1.39			cdl:CDR20291_1019	
C9YN72	C9YN72_CLODR	unreviewed	Putative_transporter	CDR20291_2031				cdl:CDR20291_2031	
C9YQ78	C9YQ78_CLODR	unreviewed	Protein_DltB	dltB_CDR20291_2743				cdl:CDR20291_2743	
C9YKG9	C9YKG9_CLODR	unreviewed	Cell_surface_protein	CDR20291_1070				cdl:CDR20291_1070	
C9YIX7	C9YIX7_CLODR	unreviewed	Putative_spore-coat_protein	cotJC1_CDR20291_0523				cdl:CDR20291_0523	
C9YPL2	C9YPL2_CLODR	unreviewed	Two-component_response_regulator	CDR20291_2526				cdl:CDR20291_2526	
C9YHP9	C9YHP9_CLODR	unreviewed	Putative_ribosomal_protein	CDR20291_0090				cdl:CDR20291_0090	
C9YNV0	C9YNV0_CLODR	unreviewed	Uncharacterized_protein	CDR20291_2262				cdl:CDR20291_2262	
