R20291_ref_genome_patric_id	630_comp_genome_1_patric_id
645463.3.peg.1464	272563.8.peg.1610
645463.3.peg.1465	272563.8.peg.1611
645463.3.peg.1466	272563.8.peg.1612
645463.3.peg.1467	272563.8.peg.1613
645463.3.peg.1468	272563.8.peg.1614
645463.3.peg.1469	272563.8.peg.1615
645463.3.peg.1470	272563.8.peg.1616
645463.3.peg.1471	272563.8.peg.1617
645463.3.peg.1899	272563.8.peg.1617
645463.3.peg.1472	272563.8.peg.1618
645463.3.peg.1473	272563.8.peg.1619
645463.3.peg.159	272563.8.peg.162
645463.3.peg.1474	272563.8.peg.1620
645463.3.peg.1475	272563.8.peg.1621
645463.3.peg.1476	272563.8.peg.1623
645463.3.peg.1477	272563.8.peg.1624
645463.3.peg.1478	272563.8.peg.1625
645463.3.peg.1479	272563.8.peg.1626
645463.3.peg.1480	272563.8.peg.1627
645463.3.peg.1481	272563.8.peg.1628
645463.3.peg.1482	272563.8.peg.1629
645463.3.peg.160	272563.8.peg.163
645463.3.peg.1483	272563.8.peg.1630
645463.3.peg.1484	272563.8.peg.1631
645463.3.peg.1485	272563.8.peg.1632
645463.3.peg.1486	272563.8.peg.1633
645463.3.peg.1487	272563.8.peg.1634
645463.3.peg.1488	272563.8.peg.1635
645463.3.peg.1489	272563.8.peg.1636
645463.3.peg.1490	272563.8.peg.1637
645463.3.peg.1491	272563.8.peg.1638
645463.3.peg.1492	272563.8.peg.1639
645463.3.peg.161	272563.8.peg.164
645463.3.peg.1493	272563.8.peg.1640
645463.3.peg.1494	272563.8.peg.1641
645463.3.peg.1566	272563.8.peg.1642
645463.3.peg.1567	272563.8.peg.1643
645463.3.peg.1568	272563.8.peg.1644
645463.3.peg.1569	272563.8.peg.1645
645463.3.peg.557	272563.8.peg.1646
645463.3.peg.1572	272563.8.peg.1647
645463.3.peg.1573	272563.8.peg.1648
645463.3.peg.1574	272563.8.peg.1649
645463.3.peg.162	272563.8.peg.165
645463.3.peg.1575	272563.8.peg.1650
645463.3.peg.1576	272563.8.peg.1651
645463.3.peg.1577	272563.8.peg.1652
645463.3.peg.1578	272563.8.peg.1653
645463.3.peg.1579	272563.8.peg.1654
645463.3.peg.1580	272563.8.peg.1655
645463.3.peg.1581	272563.8.peg.1656
645463.3.peg.1582	272563.8.peg.1657
645463.3.peg.1583	272563.8.peg.1658
645463.3.peg.1584	272563.8.peg.1659
645463.3.peg.163	272563.8.peg.166
645463.3.peg.1585	272563.8.peg.1660
645463.3.peg.1586	272563.8.peg.1661
645463.3.peg.1587	272563.8.peg.1662
645463.3.peg.1588	272563.8.peg.1663
645463.3.peg.1589	272563.8.peg.1664
645463.3.peg.1590	272563.8.peg.1665
645463.3.peg.1591	272563.8.peg.1666
645463.3.peg.1592	272563.8.peg.1667
645463.3.peg.1593	272563.8.peg.1668
645463.3.peg.1594	272563.8.peg.1669
645463.3.peg.164	272563.8.peg.167
645463.3.peg.1595	272563.8.peg.1670
645463.3.peg.1596	272563.8.peg.1671
645463.3.peg.1597	272563.8.peg.1672
645463.3.peg.1598	272563.8.peg.1673
645463.3.peg.1599	272563.8.peg.1674
645463.3.peg.1600	272563.8.peg.1675
645463.3.peg.1601	272563.8.peg.1676
645463.3.peg.1602	272563.8.peg.1677
645463.3.peg.1603	272563.8.peg.1678
645463.3.peg.1604	272563.8.peg.1679
645463.3.peg.165	272563.8.peg.168
645463.3.peg.1605	272563.8.peg.1680
645463.3.peg.1606	272563.8.peg.1681
645463.3.peg.1607	272563.8.peg.1682
645463.3.peg.1608	272563.8.peg.1683
645463.3.peg.1609	272563.8.peg.1684
645463.3.peg.1610	272563.8.peg.1685
645463.3.peg.1611	272563.8.peg.1686
645463.3.peg.1612	272563.8.peg.1687
645463.3.peg.1613	272563.8.peg.1688
645463.3.peg.1614	272563.8.peg.1689
645463.3.peg.166	272563.8.peg.169
645463.3.peg.1615	272563.8.peg.1690
645463.3.peg.1616	272563.8.peg.1691
645463.3.peg.1617	272563.8.peg.1692
645463.3.peg.1618	272563.8.peg.1693
645463.3.peg.1619	272563.8.peg.1694
645463.3.peg.1620	272563.8.peg.1695
645463.3.peg.1621	272563.8.peg.1696
645463.3.peg.1622	272563.8.peg.1697
645463.3.peg.1623	272563.8.peg.1698
645463.3.peg.1624	272563.8.peg.1699
645463.3.peg.9	272563.8.peg.17
645463.3.peg.167	272563.8.peg.170
645463.3.peg.1625	272563.8.peg.1700
645463.3.peg.1626	272563.8.peg.1701
645463.3.peg.3318	272563.8.peg.1701
645463.3.peg.1627	272563.8.peg.1702
645463.3.peg.3317	272563.8.peg.1702
645463.3.peg.1628	272563.8.peg.1703
645463.3.peg.1629	272563.8.peg.1704
645463.3.peg.1630	272563.8.peg.1705
645463.3.peg.1631	272563.8.peg.1706
645463.3.peg.1632	272563.8.peg.1707
645463.3.peg.1633	272563.8.peg.1708
645463.3.peg.1634	272563.8.peg.1709
645463.3.peg.168	272563.8.peg.171
645463.3.peg.1635	272563.8.peg.1710
645463.3.peg.1636	272563.8.peg.1711
645463.3.peg.1637	272563.8.peg.1712
645463.3.peg.1638	272563.8.peg.1713
645463.3.peg.1639	272563.8.peg.1714
645463.3.peg.1640	272563.8.peg.1715
645463.3.peg.1641	272563.8.peg.1716
645463.3.peg.1642	272563.8.peg.1717
645463.3.peg.1643	272563.8.peg.1718
645463.3.peg.1644	272563.8.peg.1719
645463.3.peg.169	272563.8.peg.172
645463.3.peg.1645	272563.8.peg.1720
645463.3.peg.1646	272563.8.peg.1721
645463.3.peg.1647	272563.8.peg.1722
645463.3.peg.1648	272563.8.peg.1723
645463.3.peg.1649	272563.8.peg.1724
645463.3.peg.1650	272563.8.peg.1725
645463.3.peg.1651	272563.8.peg.1726
645463.3.peg.1652	272563.8.peg.1727
645463.3.peg.1653	272563.8.peg.1728
645463.3.peg.1654	272563.8.peg.1729
645463.3.peg.170	272563.8.peg.173
645463.3.peg.1655	272563.8.peg.1730
645463.3.peg.1656	272563.8.peg.1731
645463.3.peg.1657	272563.8.peg.1732
645463.3.peg.1658	272563.8.peg.1734
645463.3.peg.1659	272563.8.peg.1735
645463.3.peg.1660	272563.8.peg.1736
645463.3.peg.1661	272563.8.peg.1737
645463.3.peg.1662	272563.8.peg.1739
645463.3.peg.1663	272563.8.peg.1740
645463.3.peg.1665	272563.8.peg.1741
645463.3.peg.1666	272563.8.peg.1742
645463.3.peg.1667	272563.8.peg.1743
645463.3.peg.1668	272563.8.peg.1744
645463.3.peg.1669	272563.8.peg.1745
645463.3.peg.1670	272563.8.peg.1746
645463.3.peg.1671	272563.8.peg.1747
645463.3.peg.1672	272563.8.peg.1748
645463.3.peg.1673	272563.8.peg.1749
645463.3.peg.171	272563.8.peg.175
645463.3.peg.1674	272563.8.peg.1750
645463.3.peg.1675	272563.8.peg.1751
645463.3.peg.1677	272563.8.peg.1752
645463.3.peg.1678	272563.8.peg.1753
645463.3.peg.1679	272563.8.peg.1754
645463.3.peg.1680	272563.8.peg.1755
645463.3.peg.1681	272563.8.peg.1756
645463.3.peg.1682	272563.8.peg.1757
645463.3.peg.1683	272563.8.peg.1758
645463.3.peg.1684	272563.8.peg.1759
645463.3.peg.172	272563.8.peg.176
645463.3.peg.3663	272563.8.peg.176
645463.3.peg.1685	272563.8.peg.1760
645463.3.peg.1686	272563.8.peg.1761
645463.3.peg.1687	272563.8.peg.1762
645463.3.peg.1688	272563.8.peg.1763
645463.3.peg.1689	272563.8.peg.1764
645463.3.peg.1690	272563.8.peg.1765
645463.3.peg.1691	272563.8.peg.1766
645463.3.peg.1692	272563.8.peg.1767
645463.3.peg.1693	272563.8.peg.1768
645463.3.peg.1694	272563.8.peg.1769
645463.3.peg.173	272563.8.peg.177
645463.3.peg.1695	272563.8.peg.1770
645463.3.peg.1696	272563.8.peg.1771
645463.3.peg.1697	272563.8.peg.1772
645463.3.peg.1698	272563.8.peg.1773
645463.3.peg.1699	272563.8.peg.1774
645463.3.peg.1700	272563.8.peg.1775
645463.3.peg.1701	272563.8.peg.1776
645463.3.peg.1702	272563.8.peg.1777
645463.3.peg.1703	272563.8.peg.1778
645463.3.peg.1704	272563.8.peg.1779
645463.3.peg.174	272563.8.peg.178
645463.3.peg.60	272563.8.peg.1780
645463.3.peg.1705	272563.8.peg.1780
645463.3.peg.1706	272563.8.peg.1781
645463.3.peg.1707	272563.8.peg.1782
645463.3.peg.1708	272563.8.peg.1783
645463.3.peg.1709	272563.8.peg.1784
645463.3.peg.1710	272563.8.peg.1785
645463.3.peg.1711	272563.8.peg.1786
645463.3.peg.1712	272563.8.peg.1787
645463.3.peg.1713	272563.8.peg.1788
645463.3.peg.1714	272563.8.peg.1789
645463.3.peg.175	272563.8.peg.179
645463.3.peg.1715	272563.8.peg.1790
645463.3.peg.1716	272563.8.peg.1791
645463.3.peg.1717	272563.8.peg.1792
645463.3.peg.1718	272563.8.peg.1793
645463.3.peg.1719	272563.8.peg.1794
645463.3.peg.1720	272563.8.peg.1795
645463.3.peg.1721	272563.8.peg.1796
645463.3.peg.1722	272563.8.peg.1797
645463.3.peg.433	272563.8.peg.1799
645463.3.peg.577	272563.8.peg.1799
645463.3.peg.755	272563.8.peg.1799
645463.3.peg.1571	272563.8.peg.1799
645463.3.peg.2036	272563.8.peg.1799
645463.3.peg.2998	272563.8.peg.1799
645463.3.peg.10	272563.8.peg.18
645463.3.peg.176	272563.8.peg.180
645463.3.peg.1723	272563.8.peg.1800
645463.3.peg.1724	272563.8.peg.1801
645463.3.peg.1725	272563.8.peg.1802
645463.3.peg.1726	272563.8.peg.1803
645463.3.peg.1727	272563.8.peg.1804
645463.3.peg.1728	272563.8.peg.1805
645463.3.peg.1729	272563.8.peg.1806
645463.3.peg.1730	272563.8.peg.1807
645463.3.peg.1731	272563.8.peg.1808
645463.3.peg.1732	272563.8.peg.1809
645463.3.peg.177	272563.8.peg.181
645463.3.peg.1733	272563.8.peg.1810
645463.3.peg.1734	272563.8.peg.1811
645463.3.peg.1735	272563.8.peg.1812
645463.3.peg.1736	272563.8.peg.1813
645463.3.peg.1737	272563.8.peg.1814
645463.3.peg.1738	272563.8.peg.1815
645463.3.peg.1739	272563.8.peg.1816
645463.3.peg.1740	272563.8.peg.1817
645463.3.peg.1741	272563.8.peg.1818
645463.3.peg.1742	272563.8.peg.1819
645463.3.peg.178	272563.8.peg.182
645463.3.peg.615	272563.8.peg.182
645463.3.peg.1743	272563.8.peg.1820
645463.3.peg.1744	272563.8.peg.1821
645463.3.peg.1745	272563.8.peg.1822
645463.3.peg.1746	272563.8.peg.1823
645463.3.peg.1747	272563.8.peg.1824
645463.3.peg.1748	272563.8.peg.1829
645463.3.peg.179	272563.8.peg.183
645463.3.peg.1749	272563.8.peg.1830
645463.3.peg.1750	272563.8.peg.1831
645463.3.peg.1751	272563.8.peg.1832
645463.3.peg.1752	272563.8.peg.1833
645463.3.peg.1753	272563.8.peg.1834
645463.3.peg.1754	272563.8.peg.1835
645463.3.peg.1755	272563.8.peg.1836
645463.3.peg.1756	272563.8.peg.1837
645463.3.peg.1757	272563.8.peg.1838
645463.3.peg.3679	272563.8.peg.1838
645463.3.peg.1758	272563.8.peg.1839
645463.3.peg.3680	272563.8.peg.1839
645463.3.peg.180	272563.8.peg.184
645463.3.peg.1759	272563.8.peg.1840
645463.3.peg.3681	272563.8.peg.1840
645463.3.peg.1760	272563.8.peg.1841
645463.3.peg.1761	272563.8.peg.1842
645463.3.peg.1762	272563.8.peg.1843
645463.3.peg.1763	272563.8.peg.1844
645463.3.peg.1764	272563.8.peg.1845
645463.3.peg.1765	272563.8.peg.1846
645463.3.peg.1766	272563.8.peg.1847
645463.3.peg.1767	272563.8.peg.1848
645463.3.peg.1768	272563.8.peg.1848
645463.3.peg.1769	272563.8.peg.1849
645463.3.peg.181	272563.8.peg.185
645463.3.peg.1770	272563.8.peg.1850
645463.3.peg.1771	272563.8.peg.1851
645463.3.peg.1772	272563.8.peg.1852
645463.3.peg.1773	272563.8.peg.1853
645463.3.peg.1774	272563.8.peg.1855
645463.3.peg.1775	272563.8.peg.1856
645463.3.peg.1776	272563.8.peg.1857
645463.3.peg.1777	272563.8.peg.1858
645463.3.peg.1778	272563.8.peg.1859
645463.3.peg.182	272563.8.peg.186
645463.3.peg.1779	272563.8.peg.1860
645463.3.peg.1780	272563.8.peg.1861
645463.3.peg.1781	272563.8.peg.1862
645463.3.peg.1782	272563.8.peg.1863
645463.3.peg.1783	272563.8.peg.1864
645463.3.peg.1784	272563.8.peg.1865
645463.3.peg.1785	272563.8.peg.1866
645463.3.peg.1786	272563.8.peg.1867
645463.3.peg.1787	272563.8.peg.1868
645463.3.peg.1788	272563.8.peg.1869
645463.3.peg.183	272563.8.peg.187
645463.3.peg.1789	272563.8.peg.1870
645463.3.peg.1790	272563.8.peg.1871
645463.3.peg.1791	272563.8.peg.1872
645463.3.peg.1792	272563.8.peg.1873
645463.3.peg.1793	272563.8.peg.1874
645463.3.peg.1794	272563.8.peg.1875
645463.3.peg.1795	272563.8.peg.1876
645463.3.peg.1796	272563.8.peg.1877
645463.3.peg.1797	272563.8.peg.1878
645463.3.peg.1798	272563.8.peg.1879
645463.3.peg.184	272563.8.peg.188
645463.3.peg.1799	272563.8.peg.1880
645463.3.peg.1800	272563.8.peg.1881
645463.3.peg.1801	272563.8.peg.1882
645463.3.peg.1802	272563.8.peg.1883
645463.3.peg.1803	272563.8.peg.1884
645463.3.peg.1804	272563.8.peg.1885
645463.3.peg.1805	272563.8.peg.1886
645463.3.peg.1807	272563.8.peg.1887
645463.3.peg.1808	272563.8.peg.1888
645463.3.peg.1809	272563.8.peg.1889
645463.3.peg.185	272563.8.peg.189
645463.3.peg.1810	272563.8.peg.1890
645463.3.peg.1811	272563.8.peg.1891
645463.3.peg.1812	272563.8.peg.1892
645463.3.peg.1813	272563.8.peg.1893
645463.3.peg.1814	272563.8.peg.1894
645463.3.peg.1815	272563.8.peg.1895
645463.3.peg.1816	272563.8.peg.1896
645463.3.peg.1817	272563.8.peg.1897
645463.3.peg.1818	272563.8.peg.1898
645463.3.peg.1819	272563.8.peg.1899
645463.3.peg.11	272563.8.peg.19
645463.3.peg.186	272563.8.peg.190
645463.3.peg.1820	272563.8.peg.1900
645463.3.peg.1821	272563.8.peg.1901
645463.3.peg.1822	272563.8.peg.1902
645463.3.peg.1823	272563.8.peg.1903
645463.3.peg.1824	272563.8.peg.1904
645463.3.peg.1825	272563.8.peg.1905
645463.3.peg.1826	272563.8.peg.1906
645463.3.peg.1827	272563.8.peg.1907
645463.3.peg.1828	272563.8.peg.1908
645463.3.peg.1829	272563.8.peg.1909
645463.3.peg.187	272563.8.peg.191
645463.3.peg.1830	272563.8.peg.1912
645463.3.peg.1831	272563.8.peg.1913
645463.3.peg.1832	272563.8.peg.1914
645463.3.peg.1833	272563.8.peg.1915
645463.3.peg.1834	272563.8.peg.1916
645463.3.peg.1835	272563.8.peg.1917
645463.3.peg.1836	272563.8.peg.1918
645463.3.peg.1837	272563.8.peg.1919
645463.3.peg.188	272563.8.peg.192
645463.3.peg.1838	272563.8.peg.1920
645463.3.peg.1839	272563.8.peg.1921
645463.3.peg.1840	272563.8.peg.1922
645463.3.peg.1841	272563.8.peg.1923
645463.3.peg.1842	272563.8.peg.1924
645463.3.peg.1843	272563.8.peg.1925
645463.3.peg.1844	272563.8.peg.1926
645463.3.peg.1845	272563.8.peg.1927
645463.3.peg.1846	272563.8.peg.1928
645463.3.peg.1847	272563.8.peg.1929
645463.3.peg.189	272563.8.peg.193
645463.3.peg.1848	272563.8.peg.1930
645463.3.peg.1849	272563.8.peg.1931
645463.3.peg.1850	272563.8.peg.1932
645463.3.peg.1851	272563.8.peg.1933
645463.3.peg.1852	272563.8.peg.1934
645463.3.peg.1853	272563.8.peg.1935
645463.3.peg.1854	272563.8.peg.1936
645463.3.peg.1855	272563.8.peg.1938
645463.3.peg.1856	272563.8.peg.1939
645463.3.peg.190	272563.8.peg.194
645463.3.peg.1857	272563.8.peg.1940
645463.3.peg.1897	272563.8.peg.1943
645463.3.peg.191	272563.8.peg.195
645463.3.peg.1920	272563.8.peg.1956
645463.3.peg.1921	272563.8.peg.1957
645463.3.peg.1922	272563.8.peg.1958
645463.3.peg.1923	272563.8.peg.1959
645463.3.peg.192	272563.8.peg.196
645463.3.peg.1924	272563.8.peg.1960
645463.3.peg.1925	272563.8.peg.1961
645463.3.peg.1903	272563.8.peg.1962
645463.3.peg.1926	272563.8.peg.1962
645463.3.peg.1927	272563.8.peg.1963
645463.3.peg.1928	272563.8.peg.1964
645463.3.peg.1929	272563.8.peg.1965
645463.3.peg.1930	272563.8.peg.1966
645463.3.peg.1931	272563.8.peg.1967
645463.3.peg.1932	272563.8.peg.1968
645463.3.peg.1933	272563.8.peg.1969
645463.3.peg.193	272563.8.peg.197
645463.3.peg.1934	272563.8.peg.1970
645463.3.peg.1935	272563.8.peg.1971
645463.3.peg.1936	272563.8.peg.1972
645463.3.peg.1937	272563.8.peg.1973
645463.3.peg.1938	272563.8.peg.1974
645463.3.peg.1939	272563.8.peg.1975
645463.3.peg.194	272563.8.peg.198
645463.3.peg.3316	272563.8.peg.1984
645463.3.peg.1940	272563.8.peg.1986
645463.3.peg.1941	272563.8.peg.1987
645463.3.peg.1942	272563.8.peg.1988
645463.3.peg.1943	272563.8.peg.1989
645463.3.peg.195	272563.8.peg.199
645463.3.peg.1944	272563.8.peg.1990
645463.3.peg.1945	272563.8.peg.1991
645463.3.peg.1946	272563.8.peg.1992
645463.3.peg.1947	272563.8.peg.1993
645463.3.peg.1948	272563.8.peg.1994
645463.3.peg.1949	272563.8.peg.1995
645463.3.peg.1950	272563.8.peg.1996
645463.3.peg.1951	272563.8.peg.1997
645463.3.peg.1952	272563.8.peg.1999
645463.3.peg.12	272563.8.peg.20
645463.3.peg.196	272563.8.peg.200
645463.3.peg.579	272563.8.peg.200
645463.3.peg.1953	272563.8.peg.2000
645463.3.peg.1954	272563.8.peg.2001
645463.3.peg.1955	272563.8.peg.2002
645463.3.peg.1956	272563.8.peg.2003
645463.3.peg.1957	272563.8.peg.2004
645463.3.peg.1958	272563.8.peg.2005
645463.3.peg.1959	272563.8.peg.2006
645463.3.peg.1960	272563.8.peg.2007
645463.3.peg.1961	272563.8.peg.2008
645463.3.peg.1962	272563.8.peg.2009
645463.3.peg.197	272563.8.peg.201
645463.3.peg.1963	272563.8.peg.2010
645463.3.peg.1964	272563.8.peg.2011
645463.3.peg.1965	272563.8.peg.2012
645463.3.peg.1966	272563.8.peg.2013
645463.3.peg.1967	272563.8.peg.2014
645463.3.peg.1968	272563.8.peg.2015
645463.3.peg.1969	272563.8.peg.2016
645463.3.peg.1970	272563.8.peg.2017
645463.3.peg.1971	272563.8.peg.2018
645463.3.peg.1972	272563.8.peg.2019
645463.3.peg.198	272563.8.peg.202
645463.3.peg.1973	272563.8.peg.2020
645463.3.peg.1974	272563.8.peg.2021
645463.3.peg.1979	272563.8.peg.2023
645463.3.peg.1980	272563.8.peg.2024
645463.3.peg.1981	272563.8.peg.2025
645463.3.peg.1982	272563.8.peg.2026
645463.3.peg.1983	272563.8.peg.2027
645463.3.peg.1984	272563.8.peg.2028
645463.3.peg.1985	272563.8.peg.2029
645463.3.peg.199	272563.8.peg.203
645463.3.peg.1986	272563.8.peg.2030
645463.3.peg.1987	272563.8.peg.2031
645463.3.peg.1988	272563.8.peg.2032
645463.3.peg.1989	272563.8.peg.2033
645463.3.peg.1990	272563.8.peg.2034
645463.3.peg.1991	272563.8.peg.2035
645463.3.peg.1992	272563.8.peg.2036
645463.3.peg.1993	272563.8.peg.2037
645463.3.peg.1994	272563.8.peg.2038
645463.3.peg.1995	272563.8.peg.2039
645463.3.peg.200	272563.8.peg.204
645463.3.peg.1996	272563.8.peg.2040
645463.3.peg.1997	272563.8.peg.2041
645463.3.peg.1998	272563.8.peg.2042
645463.3.peg.1999	272563.8.peg.2043
645463.3.peg.2000	272563.8.peg.2044
645463.3.peg.2001	272563.8.peg.2045
645463.3.peg.2002	272563.8.peg.2046
645463.3.peg.2003	272563.8.peg.2047
645463.3.peg.2004	272563.8.peg.2048
645463.3.peg.2005	272563.8.peg.2049
645463.3.peg.201	272563.8.peg.205
645463.3.peg.2006	272563.8.peg.2050
645463.3.peg.2007	272563.8.peg.2051
645463.3.peg.2008	272563.8.peg.2052
645463.3.peg.2009	272563.8.peg.2053
645463.3.peg.2010	272563.8.peg.2054
645463.3.peg.2011	272563.8.peg.2055
645463.3.peg.2012	272563.8.peg.2056
645463.3.peg.2013	272563.8.peg.2057
645463.3.peg.2014	272563.8.peg.2058
645463.3.peg.2015	272563.8.peg.2059
645463.3.peg.202	272563.8.peg.206
645463.3.peg.2016	272563.8.peg.2060
645463.3.peg.2017	272563.8.peg.2061
645463.3.peg.2018	272563.8.peg.2062
645463.3.peg.2019	272563.8.peg.2063
645463.3.peg.2020	272563.8.peg.2064
645463.3.peg.2021	272563.8.peg.2065
645463.3.peg.2022	272563.8.peg.2066
645463.3.peg.2023	272563.8.peg.2067
645463.3.peg.2024	272563.8.peg.2068
645463.3.peg.2025	272563.8.peg.2069
645463.3.peg.203	272563.8.peg.207
645463.3.peg.2026	272563.8.peg.2070
645463.3.peg.2027	272563.8.peg.2071
645463.3.peg.2028	272563.8.peg.2072
645463.3.peg.2029	272563.8.peg.2073
645463.3.peg.2030	272563.8.peg.2074
645463.3.peg.2031	272563.8.peg.2075
645463.3.peg.2032	272563.8.peg.2076
645463.3.peg.2033	272563.8.peg.2077
645463.3.peg.2034	272563.8.peg.2078
645463.3.peg.2035	272563.8.peg.2079
645463.3.peg.204	272563.8.peg.208
645463.3.peg.2038	272563.8.peg.2081
645463.3.peg.2039	272563.8.peg.2082
645463.3.peg.2040	272563.8.peg.2083
645463.3.peg.2041	272563.8.peg.2084
645463.3.peg.2042	272563.8.peg.2085
645463.3.peg.2043	272563.8.peg.2086
645463.3.peg.2044	272563.8.peg.2087
645463.3.peg.2045	272563.8.peg.2088
645463.3.peg.2046	272563.8.peg.2089
645463.3.peg.205	272563.8.peg.209
645463.3.peg.2047	272563.8.peg.2090
645463.3.peg.2048	272563.8.peg.2091
645463.3.peg.2049	272563.8.peg.2092
645463.3.peg.2050	272563.8.peg.2093
645463.3.peg.2051	272563.8.peg.2094
645463.3.peg.2052	272563.8.peg.2095
645463.3.peg.2053	272563.8.peg.2096
645463.3.peg.2054	272563.8.peg.2097
645463.3.peg.2055	272563.8.peg.2098
645463.3.peg.2057	272563.8.peg.2099
645463.3.peg.13	272563.8.peg.21
645463.3.peg.206	272563.8.peg.210
645463.3.peg.2060	272563.8.peg.2104
645463.3.peg.2061	272563.8.peg.2105
645463.3.peg.207	272563.8.peg.211
645463.3.peg.2062	272563.8.peg.2117
645463.3.peg.2063	272563.8.peg.2118
645463.3.peg.2064	272563.8.peg.2119
645463.3.peg.208	272563.8.peg.212
645463.3.peg.2065	272563.8.peg.2120
645463.3.peg.2066	272563.8.peg.2121
645463.3.peg.2067	272563.8.peg.2122
645463.3.peg.2068	272563.8.peg.2123
645463.3.peg.2069	272563.8.peg.2124
645463.3.peg.2070	272563.8.peg.2125
645463.3.peg.2071	272563.8.peg.2126
645463.3.peg.2072	272563.8.peg.2127
645463.3.peg.2073	272563.8.peg.2128
645463.3.peg.2074	272563.8.peg.2129
645463.3.peg.209	272563.8.peg.213
645463.3.peg.2075	272563.8.peg.2130
645463.3.peg.2076	272563.8.peg.2131
645463.3.peg.2077	272563.8.peg.2132
645463.3.peg.2078	272563.8.peg.2133
645463.3.peg.2079	272563.8.peg.2134
645463.3.peg.2080	272563.8.peg.2135
645463.3.peg.2081	272563.8.peg.2136
645463.3.peg.2082	272563.8.peg.2137
645463.3.peg.2083	272563.8.peg.2138
645463.3.peg.2084	272563.8.peg.2139
645463.3.peg.210	272563.8.peg.214
645463.3.peg.2087	272563.8.peg.2147
645463.3.peg.2088	272563.8.peg.2148
645463.3.peg.2089	272563.8.peg.2149
645463.3.peg.211	272563.8.peg.215
645463.3.peg.2090	272563.8.peg.2150
645463.3.peg.2091	272563.8.peg.2151
645463.3.peg.2092	272563.8.peg.2152
645463.3.peg.2094	272563.8.peg.2154
645463.3.peg.2095	272563.8.peg.2155
645463.3.peg.2096	272563.8.peg.2156
645463.3.peg.2097	272563.8.peg.2157
645463.3.peg.2098	272563.8.peg.2158
645463.3.peg.2099	272563.8.peg.2159
645463.3.peg.212	272563.8.peg.216
645463.3.peg.2100	272563.8.peg.2160
645463.3.peg.2101	272563.8.peg.2161
645463.3.peg.2102	272563.8.peg.2162
645463.3.peg.2103	272563.8.peg.2163
645463.3.peg.2104	272563.8.peg.2164
645463.3.peg.2105	272563.8.peg.2165
645463.3.peg.2106	272563.8.peg.2166
645463.3.peg.2107	272563.8.peg.2167
645463.3.peg.2108	272563.8.peg.2168
645463.3.peg.2109	272563.8.peg.2169
645463.3.peg.213	272563.8.peg.217
645463.3.peg.2110	272563.8.peg.2170
645463.3.peg.2111	272563.8.peg.2171
645463.3.peg.2112	272563.8.peg.2172
645463.3.peg.1495	272563.8.peg.2173
645463.3.peg.2113	272563.8.peg.2173
645463.3.peg.2114	272563.8.peg.2174
645463.3.peg.2115	272563.8.peg.2175
645463.3.peg.2116	272563.8.peg.2176
645463.3.peg.2117	272563.8.peg.2177
645463.3.peg.2118	272563.8.peg.2178
645463.3.peg.2119	272563.8.peg.2179
645463.3.peg.214	272563.8.peg.218
645463.3.peg.2120	272563.8.peg.2180
645463.3.peg.2121	272563.8.peg.2181
645463.3.peg.2122	272563.8.peg.2182
645463.3.peg.2123	272563.8.peg.2183
645463.3.peg.2124	272563.8.peg.2184
645463.3.peg.2125	272563.8.peg.2185
645463.3.peg.2126	272563.8.peg.2186
645463.3.peg.2127	272563.8.peg.2187
645463.3.peg.2128	272563.8.peg.2188
645463.3.peg.2129	272563.8.peg.2189
645463.3.peg.216	272563.8.peg.219
645463.3.peg.2130	272563.8.peg.2190
645463.3.peg.2131	272563.8.peg.2191
645463.3.peg.2132	272563.8.peg.2192
645463.3.peg.2133	272563.8.peg.2193
645463.3.peg.2134	272563.8.peg.2194
645463.3.peg.2135	272563.8.peg.2195
645463.3.peg.2136	272563.8.peg.2196
645463.3.peg.2137	272563.8.peg.2197
645463.3.peg.2138	272563.8.peg.2198
645463.3.peg.2139	272563.8.peg.2199
645463.3.peg.14	272563.8.peg.22
645463.3.peg.2140	272563.8.peg.2200
645463.3.peg.2141	272563.8.peg.2201
645463.3.peg.2142	272563.8.peg.2202
645463.3.peg.2143	272563.8.peg.2203
645463.3.peg.2144	272563.8.peg.2204
645463.3.peg.2145	272563.8.peg.2205
645463.3.peg.2146	272563.8.peg.2206
645463.3.peg.2147	272563.8.peg.2207
645463.3.peg.2148	272563.8.peg.2208
645463.3.peg.2149	272563.8.peg.2209
645463.3.peg.218	272563.8.peg.221
645463.3.peg.2150	272563.8.peg.2210
645463.3.peg.2151	272563.8.peg.2211
645463.3.peg.2152	272563.8.peg.2212
645463.3.peg.2153	272563.8.peg.2213
645463.3.peg.2154	272563.8.peg.2214
645463.3.peg.2155	272563.8.peg.2215
645463.3.peg.2156	272563.8.peg.2216
645463.3.peg.2157	272563.8.peg.2217
645463.3.peg.2158	272563.8.peg.2218
645463.3.peg.2159	272563.8.peg.2219
645463.3.peg.219	272563.8.peg.222
645463.3.peg.2160	272563.8.peg.2220
645463.3.peg.2161	272563.8.peg.2221
645463.3.peg.2162	272563.8.peg.2222
645463.3.peg.2163	272563.8.peg.2223
645463.3.peg.2164	272563.8.peg.2224
645463.3.peg.2165	272563.8.peg.2225
645463.3.peg.2166	272563.8.peg.2226
645463.3.peg.2167	272563.8.peg.2227
645463.3.peg.2168	272563.8.peg.2228
